,Artist,City,Date,Genre,Venue,origin
1491,Pete Shand, Zürich,2016-11-03,"Jazz, Blues, Soul",Stall 6,
1492,Simon Allen, Zürich,2016-11-03,"Jazz, Blues, Soul",Stall 6,
1493,Bugge Wesseltoft's New Conception of Jazz, Zürich,2016-11-03,"Jazz, Blues, Soul",Gessnerallee Zürich,
1494,Bugge Wesseltoft, Zürich,2016-11-03,"Jazz, Blues, Soul",Gessnerallee Zürich,
1495,Marthe Lea, Zürich,2016-11-03,"Jazz, Blues, Soul",Gessnerallee Zürich,
1496,Oddrun Lilja Jonsdottir, Zürich,2016-11-03,"Jazz, Blues, Soul",Gessnerallee Zürich,
1497,Sanskriti Shrestha, Zürich,2016-11-03,"Jazz, Blues, Soul",Gessnerallee Zürich,
1498,Siv Øyunn Kjenstad, Zürich,2016-11-03,"Jazz, Blues, Soul",Gessnerallee Zürich,
1499,DJs Kudos, Zürich,2016-11-03,"Hip Hop, R'n'B",Mascotte,
1500,Shade, Zürich,2016-11-03,"Hip Hop, R'n'B",Mascotte,
1501,B-K Reel, Zürich,2016-11-03,"Hip Hop, R'n'B",Mascotte,
1502,DJs Theo & Dereck, Zürich,2016-11-03,"Ragga, Reggae, African Music, Dancehall",X-tra,
1503,Annie Goodchild, Zürich,2016-11-03,"Hip Hop, R'n'B",La Catrina,United States
1504,Tiemposur, Liebefeld,2016-11-03,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen),
1505,Michael Zisman, Liebefeld,2016-11-03,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen),
1506,Daniel Zisman, Liebefeld,2016-11-03,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen),
1507,Sebastien Fulgido, Liebefeld,2016-11-03,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen),
1508,Gerardo Vila, Liebefeld,2016-11-03,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen),
1509,Winfried Holzenkamp, Liebefeld,2016-11-03,"Jazz, Blues, Soul",BeJazz Club (Vidmarhallen),
1510,The Souls, Thun,2016-11-03,Pop,Mokka,
1511,Zayk, Zürich,2016-11-03,"Rock, Indie, Punk, Heavy Metal, Gothic",Mars Bar,
1512,DJ Dr. Apunkt, Zürich,2016-11-03,"Rock, Indie, Punk, Heavy Metal, Gothic",Mars Bar,
1513,Omri Ziegele, Zürich,2016-11-03,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik,
1514,Jürg Wickihalder, Zürich,2016-11-03,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik,
1515,Marco Von Orelli, Zürich,2016-11-03,"Jazz, Blues, Soul",WIM - Werkstatt für improvisierte Musik,
1516,Horace Andy, Basel,2016-11-03,"Hip Hop, R'n'B",Kaserne,Jamaica
1517,Brandt Brauer Frick, Zürich,2016-11-03,Electronic,Moods,
1518,Beaver Sheppard, Zürich,2016-11-03,Electronic,Moods,
1519,Daniel Brandt, Zürich,2016-11-03,Electronic,Moods,
1520,Jan Brauer, Zürich,2016-11-03,Electronic,Moods,
1521,Paul Frick, Zürich,2016-11-03,Electronic,Moods,
1522,Josa Peit, Zürich,2016-11-03,Electronic,Moods,
1523,Owen Roberts, Zürich,2016-11-03,Electronic,Moods,
1524,Among Verticals, Basel,2016-11-03,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
1525,Ben van Gelder, Basel,2016-11-03,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
1526,Peter Schlamb, Basel,2016-11-03,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
1527,Sam Harris, Basel,2016-11-03,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
1528,Rick Rosato, Basel,2016-11-03,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
1529,Craig Weinrib, Basel,2016-11-03,"Jazz, Blues, Soul",The Bird's Eye Jazz Club,
1530,Boy, Aarau,2016-11-03,Pop,KiFF,
1531,Alina Amuri, Zürich,2016-11-03,"Jazz, Blues, Soul",Gessnerallee Zürich,
1532,Alina Amuri, Zürich,2016-11-03,"Jazz, Blues, Soul",Gessnerallee Zürich,
1533,Art Band, Zürich,2016-11-03,Pop,Bierhalle Wolf,
1534,DJ Manuel, Zürich,2016-11-02,"Ragga, Reggae, African Music, Dancehall",Vior Club,
1535,Peters-Bettini-Tramontana, Zürich,2016-11-02,"Jazz, Blues, Soul",Karl der Grosse,
1536,Natalie Peters, Zürich,2016-11-02,"Jazz, Blues, Soul",Karl der Grosse,
1537,Guy Bettini, Zürich,2016-11-02,"Jazz, Blues, Soul",Karl der Grosse,
1538,Sebi Tramontana, Zürich,2016-11-02,"Jazz, Blues, Soul",Karl der Grosse,
1539,Jacob Collier - abgesagt, Zürich,2016-11-02,"Jazz, Blues, Soul",Gessnerallee Zürich,
1540,David Sanborn, Zürich,2016-11-02,"Jazz, Blues, Soul",Gessnerallee Zürich,
1541,Christian McBride Trio, Zürich,2016-11-02,"Jazz, Blues, Soul",Gessnerallee Zürich,
1542,David Sanborn, Zürich,2016-11-02,"Jazz, Blues, Soul",Gessnerallee Zürich,
1543,Christian McBride, Zürich,2016-11-02,"Jazz, Blues, Soul",Gessnerallee Zürich,
1544,Christian Sands, Zürich,2016-11-02,"Jazz, Blues, Soul",Gessnerallee Zürich,
1545,Ulysses Owens, Zürich,2016-11-02,"Jazz, Blues, Soul",Gessnerallee Zürich,
1546,Danny Oxenberg & Bear Galvin, Lausanne,2016-11-02,"Jazz, Blues, Soul",Le Bourg,United States
1547,Tom Brosseau, Lausanne,2016-11-02,"Jazz, Blues, Soul",Le Bourg,United States
1548,Lalier,,2016-11-02,Pop,Grabenhalle,
1549,Nico Stettler, Luzern,2016-11-02,"Hip Hop, R'n'B",Bar 59,
1550,Adrian Fleischlin, Luzern,2016-11-02,"Hip Hop, R'n'B",Bar 59,
1551,Noel Buob, Luzern,2016-11-02,"Hip Hop, R'n'B",Bar 59,
1552,Fakear, Zürich,2016-11-02,Electronic,Exil,
1553,Art Band, Zürich,2016-11-02,Pop,Bierhalle Wolf,
1554,SMK DJ-Team, Zürich,2016-11-01,"Hip Hop, R'n'B",Plaza Zürich,
1555,Christopher Paul Stelling, Zürich,2016-11-01,"Rock, Indie, Punk, Heavy Metal, Gothic",Café Henrici,United States
1556,Alcest, Winterthur,2016-11-01,"Rock, Indie, Punk, Heavy Metal, Gothic",Salzhaus,
1557,Mono, Winterthur,2016-11-01,"Rock, Indie, Punk, Heavy Metal, Gothic",Salzhaus,Japan
1558,Syndrome, Winterthur,2016-11-01,"Rock, Indie, Punk, Heavy Metal, Gothic",Salzhaus,
1559,Christoph Grab, Zürich,2016-11-01,"Jazz, Blues, Soul",Lebewohlfabrik,
1560,Alessandro DEpiscopo, Zürich,2016-11-01,"Jazz, Blues, Soul",Lebewohlfabrik,
1561,Haemi Haemmerli, Zürich,2016-11-01,"Jazz, Blues, Soul",Lebewohlfabrik,
1562,Elmar Frey, Zürich,2016-11-01,"Jazz, Blues, Soul",Lebewohlfabrik,
1563,Popa Chubby, Zürich,2016-10-31,"Jazz, Blues, Soul",Moods,United States
1564,Isolation Berlin, Basel,2016-10-31,"Rock, Indie, Punk, Heavy Metal, Gothic",Kaserne,
1565,Richmond Fontaine, Zürich,2016-10-31,Pop,El Lokal,
1566,Peter Frei Quartett, Baden,2016-10-31,"Jazz, Blues, Soul",Restaurant Isebähnli,
1567,Nat Su, Baden,2016-10-31,"Jazz, Blues, Soul",Restaurant Isebähnli,
1568,Rafael Schilt, Baden,2016-10-31,"Jazz, Blues, Soul",Restaurant Isebähnli,
1569,Peter Frei, Baden,2016-10-31,"Jazz, Blues, Soul",Restaurant Isebähnli,
1570,Paul Amereller, Baden,2016-10-31,"Jazz, Blues, Soul",Restaurant Isebähnli,
1571,James Carter Organ Trio, Rheinfelden,2016-10-31,"Jazz, Blues, Soul",Jazzclub Q4,
1572,James Carter, Rheinfelden,2016-10-31,"Jazz, Blues, Soul",Jazzclub Q4,
1573,Gerard Gibbs, Rheinfelden,2016-10-31,"Jazz, Blues, Soul",Jazzclub Q4,
1574,Alex White, Rheinfelden,2016-10-31,"Jazz, Blues, Soul",Jazzclub Q4,
1575,Zucchero, Zürich,2016-10-31,"Jazz, Blues, Soul",Hallenstadion,
1576,Eddie & Friends, Zürich,2016-10-31,"Jazz, Blues, Soul",Platzhirsch Bar & Hotel,
1577,Jamsession, Zürich,2016-10-31,"Jazz, Blues, Soul",Platzhirsch Bar & Hotel,
1578,DJ Classic, Zürich,2016-10-31,"Hip Hop, R'n'B",Vior Club,
1579,Supersiech, Winterthur,2016-10-30,Pop,Esse Musicbar,
1580,Delain, Pratteln,2016-10-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Z7,Netherlands
1581,Evergrey, Pratteln,2016-10-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Z7,
1582,Kobra and the Lotus, Pratteln,2016-10-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Z7,
1583,Soundfields, Zürich,2016-10-30,"Jazz, Blues, Soul",Moods,
1584,Johanna Jellici, Zürich,2016-10-30,"Jazz, Blues, Soul",Moods,
1585,Jochen Baldes, Zürich,2016-10-30,"Jazz, Blues, Soul",Moods,
1586,Franz Hellmüller, Zürich,2016-10-30,"Jazz, Blues, Soul",Moods,
1587,André Buser, Zürich,2016-10-30,"Jazz, Blues, Soul",Moods,
1588,Tobias Hunziker, Zürich,2016-10-30,"Jazz, Blues, Soul",Moods,
1589,Silberbüx, Zürich,2016-10-30,Pop,Rote Fabrik,
1590,Martina Brodbeck & Daniel Stalder,,2016-10-30,Pop,Museum im Lagerhaus,
1591,Konzert zur Ausstellung des Komponisten Alfons K. Zwicker,,2016-10-30,Pop,Museum im Lagerhaus,
1592,DJs Shade, Zürich,2016-10-30,"Hip Hop, R'n'B",Kanzlei,
1593,Irresponsible, Zürich,2016-10-30,"Hip Hop, R'n'B",Kanzlei,
1594,Snook, Zürich,2016-10-30,"Hip Hop, R'n'B",Kanzlei,
1595,Live: Kangding Ray, Basel,2016-10-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Hirscheneck,
1596,D), Basel,2016-10-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Hirscheneck,
1597,Gomorra, Basel,2016-10-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Hirscheneck,
1598,Lila Hart, Basel,2016-10-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Restaurant Hirscheneck,
1599,DJ Corey & D-nu, Bern,2016-10-30,"Rock, Indie, Punk, Heavy Metal, Gothic",ISC Club,
1600,Deborah De Luca, Aarau,2016-10-30,Electronic,KiFF,
1601,Proudly People, Aarau,2016-10-30,Electronic,KiFF,
1602,Gregor Tresher, Aarau,2016-10-30,Electronic,KiFF,
1603,Barem, Aarau,2016-10-30,Electronic,KiFF,
1604,Rumba Stereo & Anselmo, Bulle,2016-10-30,"Ragga, Reggae, African Music, Dancehall",Globull,
1605,DJ U.R.S., Wiedlisbach,2016-10-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Soho,
1606,DJs Laslow, Zug,2016-10-30,"Hip Hop, R'n'B",Fabric,
1607,Spino, Zug,2016-10-30,"Hip Hop, R'n'B",Fabric,
1608,Claude La Rave, Zug,2016-10-30,"Hip Hop, R'n'B",Fabric,
1609,DJ Aystep & MC Shorty Real, Zürich,2016-10-30,"Hip Hop, R'n'B",Aubrey,
1610,Ab 16 Jahren, Solothurn,2016-10-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturfabrik Kofmehl,
1611,DJs ND, Rorschach,2016-10-30,"Ragga, Reggae, African Music, Dancehall",Seerestaurant,
1612,Romeo, Rorschach,2016-10-30,"Ragga, Reggae, African Music, Dancehall",Seerestaurant,
1613,DJ Lurking Lance Vegaaaahs & His Ghoulish Brotherhood., Zürich,2016-10-30,"Rock, Indie, Punk, Heavy Metal, Gothic",Montblack Bar,
1614,DJs Ruben,,2016-10-30,"Hip Hop, R'n'B",Evita Club,
1615,Bronx,,2016-10-30,"Hip Hop, R'n'B",Evita Club,
1616,Salvo Morello FT. Mc M-Side,,2016-10-30,"Hip Hop, R'n'B",Evita Club,
1617,Engels Rodriguez,,2016-10-30,"Hip Hop, R'n'B",Evita Club,
1618,Ueli Bluetrain,,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Singe,
1619,Mago Flueck,,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Singe,
1620,Rico Berger,,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Singe,
1621,Andy Zahnd,,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Singe,
1622,Marty OHorny,,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Singe,
1623,Jimmy Gmür ,,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Le Singe,
1624,Cooler Soundmix über Funk, Zürich,2016-10-29,"Hip Hop, R'n'B",Club Silbando,
1625,Disco and Electronic Beats, Zürich,2016-10-29,"Hip Hop, R'n'B",Club Silbando,
1626,Torp, Zürich,2016-10-29,Pop,Mehrspur,
1627,Frieder Torp, Zürich,2016-10-29,Pop,Mehrspur,
1628,Basil Zinsli, Zürich,2016-10-29,Pop,Mehrspur,
1629,Bee Johnson, Zürich,2016-10-29,Pop,Mehrspur,
1630,Benedict Schönenberger, Zürich,2016-10-29,Pop,Mehrspur,
1631,Adrian Bissegger, Zürich,2016-10-29,Pop,Mehrspur,
1632,Roberto Carella, Zürich,2016-10-29,Pop,Mehrspur,
1633,Maude, Birsfelden,2016-10-29,"Jazz, Blues, Soul",Roxy,
1634,Maude Linder, Birsfelden,2016-10-29,"Jazz, Blues, Soul",Roxy,
1635,Linus Riegger, Birsfelden,2016-10-29,"Jazz, Blues, Soul",Roxy,
1636,Severin Scherrer, Birsfelden,2016-10-29,"Jazz, Blues, Soul",Roxy,
1637,Nadscha, Huttwil,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Yorkshire Pub,
1638,Anna Mae, Huttwil,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Yorkshire Pub,
1639,Virgil Moorefield, Zürich,2016-10-29,Electronic,Kirchgemeindehaus Offener St. Jakob,
1640,Drizella, Thun,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Partylokal Wendelsee,
1641,The Company of Men, Zürich,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Kaufleuten,
1642,Marius Bär, Zürich,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Kaufleuten,
1643,Haïrdrÿer und Empty Rooms, Volketswil,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",GZ In der Au,
1644,Xordia, Zürich,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Volkshaus,
1645,Alternative Metal, Zürich,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Volkshaus,
1646,Alternative Gothic, Zürich,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Volkshaus,
1647,Silberbüx, Zürich,2016-10-29,Pop,Rote Fabrik,
1648,Lucerne Brass Ensemble, Kriens,2016-10-29,"Jazz, Blues, Soul",Südpol,
1649,Nils Wogram mit Vertigo, Kriens,2016-10-29,"Jazz, Blues, Soul",Südpol,
1650,Armin Bachmann, Kriens,2016-10-29,"Jazz, Blues, Soul",Südpol,
1651,David Bruchez, Kriens,2016-10-29,"Jazz, Blues, Soul",Südpol,
1652,Fabrice Millischer, Kriens,2016-10-29,"Jazz, Blues, Soul",Südpol,
1653,Domenico Catalano, Kriens,2016-10-29,"Jazz, Blues, Soul",Südpol,
1654,Ben Green, Kriens,2016-10-29,"Jazz, Blues, Soul",Südpol,
1655,Live: Cookie the Herbalist, Zürich,2016-10-29,"Hip Hop, R'n'B",Q Zurich,
1656,Phantom IMC, Zürich,2016-10-29,"Hip Hop, R'n'B",Q Zurich,
1657,DJs Don P, Zürich,2016-10-29,"Hip Hop, R'n'B",Q Zurich,
1658,Blood a Run Sound, Zürich,2016-10-29,"Hip Hop, R'n'B",Q Zurich,
1659,Flexx International Sound, Zürich,2016-10-29,"Hip Hop, R'n'B",Q Zurich,
1660,Borusiade, Winterthur,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Kraftfeld,
1661,Jack Pattern, Winterthur,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Kraftfeld,
1662,Piet Mobler, Winterthur,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Kraftfeld,
1663,DJs Bazooka, Basel,2016-10-29,"Hip Hop, R'n'B",Hinterhof,
1664,Mike Steez, Basel,2016-10-29,"Hip Hop, R'n'B",Hinterhof,
1665,Goldfinger Brothers, Basel,2016-10-29,"Hip Hop, R'n'B",Hinterhof,
1666,Ça claque Allstars, Basel,2016-10-29,"Hip Hop, R'n'B",Hinterhof,
1667,DJs Lunis,,2016-10-29,"Hip Hop, R'n'B",Trischli Club,
1668,Crazy,,2016-10-29,"Hip Hop, R'n'B",Trischli Club,
1669,DJs Herr Hummus, Basel,2016-10-29,"Hip Hop, R'n'B",Sommercasino,
1670,Francois Boulanger, Basel,2016-10-29,"Hip Hop, R'n'B",Sommercasino,
1671,Die Gefährliche Aludose, Basel,2016-10-29,"Hip Hop, R'n'B",Sommercasino,
1672,Habichtig, Basel,2016-10-29,"Hip Hop, R'n'B",Sommercasino,
1673,Hasenscheisse, Zürich,2016-10-29,"Rock, Indie, Punk, Heavy Metal, Gothic",Helsinki,
1674,Ab 30 Jahren, Zürich,2016-10-29,"Hip Hop, R'n'B",Marquee Club,
1675,Batuk, Zürich,2016-10-29,Electronic,Stall 6,South Africa
1676,DJs Alma Negra, Zürich,2016-10-29,Electronic,Stall 6,
1677,Buzz & Oliver, Zürich,2016-10-29,Electronic,Stall 6,
1678,Sentiment, Zürich,2016-10-29,Electronic,Stall 6,
1679,Stefan Aeby Trio,,2016-10-28,"Jazz, Blues, Soul",La Spirale,
1680,Stefan Aeby,,2016-10-28,"Jazz, Blues, Soul",La Spirale,
1681,André Pousaz,,2016-10-28,"Jazz, Blues, Soul",La Spirale,
1682,Michi Stulz,,2016-10-28,"Jazz, Blues, Soul",La Spirale,
1683,Hyphen Hyphen,,2016-10-28,Pop,Usine,
1684,Live: Kids of the Stoned Age,,2016-10-28,"Hip Hop, R'n'B",Grabenhalle,
1685,Indigod,,2016-10-28,"Hip Hop, R'n'B",Grabenhalle,
1686,DJs Redrum, Luzern,2016-10-28,"Hip Hop, R'n'B",Roadhouse,
1687,Don Morello, Luzern,2016-10-28,"Hip Hop, R'n'B",Roadhouse,
1688,One Sentence Supervisor, Zürich,2016-10-28,"Rock, Indie, Punk, Heavy Metal, Gothic",Bogen F,
1689,Spill Gold, Zürich,2016-10-28,"Rock, Indie, Punk, Heavy Metal, Gothic",Bogen F,Netherlands
1690,Spacetet, Solothurn,2016-10-28,"Jazz, Blues, Soul",KreuzKultur,
1691,Estelle Beiner, Solothurn,2016-10-28,"Jazz, Blues, Soul",KreuzKultur,
1692,Regula Schwab, Solothurn,2016-10-28,"Jazz, Blues, Soul",KreuzKultur,
1693,Isabelle Gottraux, Solothurn,2016-10-28,"Jazz, Blues, Soul",KreuzKultur,
1694,Barbara Gasser, Solothurn,2016-10-28,"Jazz, Blues, Soul",KreuzKultur,
1695,Chicken Reloaded, Winterthur,2016-10-28,"Rock, Indie, Punk, Heavy Metal, Gothic",Gaswerk,
1696,Tüchel, Winterthur,2016-10-28,"Rock, Indie, Punk, Heavy Metal, Gothic",Gaswerk,
1697,Future Relic, Zürich,2016-10-28,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturkeller Höngg,
1698,Typical Memories, Zürich,2016-10-28,"Rock, Indie, Punk, Heavy Metal, Gothic",Kulturkeller Höngg,
1699,Lines for Ladies feat. Sheila Jordan, Zürich,2016-10-28,"Jazz, Blues, Soul",Mehrspur,United States
1700,Sheila Jordan, Zürich,2016-10-28,"Jazz, Blues, Soul",Mehrspur,Jordan
1701,Kristin Korb, Zürich,2016-10-28,"Jazz, Blues, Soul",Mehrspur,
1702,Anne Czichowsky, Zürich,2016-10-28,"Jazz, Blues, Soul",Mehrspur,
1703,Sabine Kühlich, Zürich,2016-10-28,"Jazz, Blues, Soul",Mehrspur,
1704,Laia Genc, Zürich,2016-10-28,"Jazz, Blues, Soul",Mehrspur,
1705,Diknu Schneeberger Trio,,2016-10-28,"Jazz, Blues, Soul",Salzhaus Brugg,
1706,Crazy Diamond, Herisau,2016-10-28,"Rock, Indie, Punk, Heavy Metal, Gothic",Casino Herisau,
1707,Pink Floyd Tribute, Herisau,2016-10-28,"Rock, Indie, Punk, Heavy Metal, Gothic",Casino Herisau,
1708,Trauffer, Bern,2016-10-28,Pop,Bierhübeli,
1709,Living Session Band, Pfäfers,2016-10-28,"Jazz, Blues, Soul",Klinik St. Pirminsberg,
1710,Mariazeller, Zürich,2016-10-28,Pop,Bierhalle Wolf,
1711,DJs Dänu,,2016-10-28,Pop,Coupole (Gaskessel),
1712,Yvette & Beckstime,,2016-10-28,Pop,Coupole (Gaskessel),
1713,Chris de Burgh, Zürich,2016-10-28,Pop,Kaufleuten,Ireland
1714,Jan Blomqvist & Band, Zürich,2016-10-28,Pop,Kaufleuten,
1715,Ricochet Rabbit, Zürich,2016-10-27,"Rock, Indie, Punk, Heavy Metal, Gothic",La Catrina,
1716,Bit-Tuner, Zürich,2016-10-27,Electronic,Helsinki,
1717,Isolation Berlin, Zürich,2016-10-27,Pop,Gonzo,
1718,Blind Summit, Winterthur,2016-10-27,"Jazz, Blues, Soul",Esse Musicbar,
1719,Stefan Pavelka, Winterthur,2016-10-27,"Jazz, Blues, Soul",Esse Musicbar,
1720,Thomas Brühwiler, Winterthur,2016-10-27,"Jazz, Blues, Soul",Esse Musicbar,
1721,Florian Kolb, Winterthur,2016-10-27,"Jazz, Blues, Soul",Esse Musicbar,
1722,Erwin Boos, Winterthur,2016-10-27,"Jazz, Blues, Soul",Esse Musicbar,
1723,Lucas Marsand Trio, Bern,2016-10-27,Pop,Ono - Das Kulturlokal,
1724,Lucas Marsand, Bern,2016-10-27,Pop,Ono - Das Kulturlokal,
1725,Stefanie Burgener, Bern,2016-10-27,Pop,Ono - Das Kulturlokal,
1726,Jodok Vuille, Bern,2016-10-27,Pop,Ono - Das Kulturlokal,
1727,Angel Olsen, Zürich,2016-10-27,Pop,Bogen F,United States
1728,Little Wings, Zürich,2016-10-27,Pop,Bogen F,United States
1729,Trio Kimmig-Studer-Zimmerlin & Philip Zoubek, Zürich,2016-10-27,"Jazz, Blues, Soul",Kunstraum Walcheturm,
1730,DJ Tray, Basel,2016-10-27,"Hip Hop, R'n'B",Bar Rouge,
1731,The Wow Trio, Luzern,2016-10-27,"Rock, Indie, Punk, Heavy Metal, Gothic",el Barrio,
1732,Daniel Hildebrand & Martin Villiger, Liestal,2016-10-27,"Hip Hop, R'n'B",Pädagogische Hochschule FHNW,
1733,DJ Johnny Roxx, Zürich,2016-10-27,"Hip Hop, R'n'B",Gonzo,
1734,DJ R-Bronx, Luzern,2016-10-27,"Hip Hop, R'n'B",Roadhouse,
1735,DJ Manuel, Zürich,2016-10-27,"Ragga, Reggae, African Music, Dancehall",Vior Club,
1736,DJ Nandes, Zürich,2016-10-27,"Ragga, Reggae, African Music, Dancehall",Barrio 5,
1737,DJ Theo, Luzern,2016-10-26,"Ragga, Reggae, African Music, Dancehall",Madeleine,
1738,Dream On Dreamer, Aarau,2016-10-26,"Rock, Indie, Punk, Heavy Metal, Gothic",KiFF,Australia
1739,Taped, Aarau,2016-10-26,"Rock, Indie, Punk, Heavy Metal, Gothic",KiFF,
1740,Nicolas Stocker, Zürich,2016-10-26,"Jazz, Blues, Soul",Labor,
1741,Nicolas Stocker, Zürich,2016-10-26,"Jazz, Blues, Soul",Labor,
1742,Raphael Loher, Zürich,2016-10-26,"Jazz, Blues, Soul",Labor,
1743,Urs Müller, Zürich,2016-10-26,"Jazz, Blues, Soul",Labor,
1744,Azad, Zürich,2016-10-26,"Hip Hop, R'n'B",Dynamo,
1745,Vega & Bosca, Zürich,2016-10-26,"Hip Hop, R'n'B",Dynamo,
1746,Andrew Bond, Mels,2016-10-26,Pop,Altes Kino,
1747,Isolation Berlin, Bern,2016-10-25,"Rock, Indie, Punk, Heavy Metal, Gothic",Reitschule,
1748,Azad, Solothurn,2016-10-25,"Hip Hop, R'n'B",Kulturfabrik Kofmehl,
1749,Vega & Bosca, Solothurn,2016-10-25,"Hip Hop, R'n'B",Kulturfabrik Kofmehl,
1750,PJ Harvey, Zürich,2016-10-25,Pop,Hallenstadion,United Kingdom
1751,The Hope Six Demolition Tour, Zürich,2016-10-25,Pop,Hallenstadion,
1752,New Model Army, Bern,2016-10-25,"Rock, Indie, Punk, Heavy Metal, Gothic",Reitschule Dachstock,United Kingdom
1753,Isolation Berlin, Bern,2016-10-25,"Rock, Indie, Punk, Heavy Metal, Gothic",Reitschule Dachstock,
1754,Christina Jaccard & Dave Ruosch Trio, Zürich,2016-10-24,"Jazz, Blues, Soul",Restaurant Commihalle,
1755,DJ Johnny Lopez,,2016-10-24,"Hip Hop, R'n'B",Relax Lounge,
1756,Swiss Jazz Orchestra, Bern,2016-10-24,"Jazz, Blues, Soul",Bierhübeli,Switzerland
1757,Nicolas Stocker, Zürich,2016-10-24,"Jazz, Blues, Soul",Labor,
1758,Nicolas Stocker, Zürich,2016-10-24,"Jazz, Blues, Soul",Labor,
1759,Raphael Loher, Zürich,2016-10-24,"Jazz, Blues, Soul",Labor,
1760,Urs Müller, Zürich,2016-10-24,"Jazz, Blues, Soul",Labor,
1761,Gregory Porter & Band,,2016-10-23,"Hip Hop, R'n'B",Musical Theater Basel,United States
1762,Gregory Porter,,2016-10-23,"Hip Hop, R'n'B",Musical Theater Basel,
1763,Tivon Pennicott,,2016-10-23,"Hip Hop, R'n'B",Musical Theater Basel,
1764,Chip Crawford,,2016-10-23,"Hip Hop, R'n'B",Musical Theater Basel,
1765,Jahmal Nichols,,2016-10-23,"Hip Hop, R'n'B",Musical Theater Basel,
1766,Emanuel Harrold,,2016-10-23,"Hip Hop, R'n'B",Musical Theater Basel,
1767,Wild Beasts, Zürich,2016-10-23,Pop,Rote Fabrik,
1768,Douglas Dare, Zürich,2016-10-23,Pop,Rote Fabrik,
1769,Mockemalör, Bern,2016-10-23,"Jazz, Blues, Soul",Ono - Das Kulturlokal,
1770,The Janoskians, Solothurn,2016-10-23,Pop,Kulturfabrik Kofmehl,Australia
1771,New Model Army, Luzern,2016-10-23,"Rock, Indie, Punk, Heavy Metal, Gothic",Schüür,United Kingdom
1772,DJs Alain Ford, Zürich,2016-10-23,"Ragga, Reggae, African Music, Dancehall",Mehrspur,
1773,Oli Garch, Zürich,2016-10-23,"Ragga, Reggae, African Music, Dancehall",Mehrspur,
1774,DJs Kid, Zürich,2016-10-23,"Hip Hop, R'n'B",Club Flamingo,Netherlands
1775,Alex Terry, Zürich,2016-10-23,"Hip Hop, R'n'B",Club Flamingo,
1776,Echolot Dubsystem, Basel,2016-10-23,"Hip Hop, R'n'B",Kaserne,
1777,DJs Bazooka, Basel,2016-10-23,"Hip Hop, R'n'B",Vice Club,
1778,Irresponsible, Basel,2016-10-23,"Hip Hop, R'n'B",Vice Club,
1779,Bayou, Basel,2016-10-23,"Hip Hop, R'n'B",Vice Club,
1780,Vaudou Game, Bern,2016-10-23,"Hip Hop, R'n'B",Turnhalle im Progr,
1781,F), Bern,2016-10-23,"Hip Hop, R'n'B",Turnhalle im Progr,
1782,DJ Platinum, Zürich,2016-10-23,"Hip Hop, R'n'B",PurPur,
